Year,Order_Num,Yard_Num,Vessel_Type,Propulsion,Vessel_Name,Builder,SBS_link
,,602,,,Cancelled,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51961&vessel=Cancelled
,,604,,,Cancelled,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51963&vessel=Cancelled
,,778,Naval,Screw Steamer,LOCH GARVE - cancelled,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52123&vessel=LOCH+GARVE+-+cancelled
,,968,Ferry,Motor Vessel,Cancelled,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52313&vessel=Cancelled
,,681,,,Cancelled,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52026&vessel=Cancelled
,,720,,,Cancelled,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52065&vessel=Cancelled
,,740,,,Not built,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52085&vessel=Not+built
,,792,,,Not built,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52137&vessel=Not+built
,,816,,,Transferred to Burntisland,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52161&vessel=Transferred+to+Burntisland
,,843,Cargo,,Cancelled,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52188&vessel=Cancelled
,,851,Cargo,,Cancelled,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52196&vessel=Cancelled
,,895,Fishing,,Cancelled,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52240&vessel=Cancelled
,,952,,,Cancelled,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52297&vessel=Cancelled
1868,58942,166,Cargo,Sailing Vessel,LUKE BRUCE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51525&vessel=LUKE+BRUCE
1869,63519,168,Cargo,Sailing Vessel,INVERNESS,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51527&vessel=INVERNESS
1870,60700,169,Cargo,Screw Steamer,WUN YO MARU,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51528&vessel=WUN+YO+MARU
1870,60707,172,Cargo,Screw Steamer,THOMAS ADAM,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51531&vessel=THOMAS+ADAM
1871,65552,174,Cargo,Screw Steamer,EMERALD,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51533&vessel=EMERALD
1871,65081,177,Cargo,Screw Steamer,BON ACCORD,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51536&vessel=BON+ACCORD
1871,65633,180,Cargo,Screw Steamer,LOTUS,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51539&vessel=LOTUS
1872,65086,181,Cargo,Screw Steamer,BENACHIE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51540&vessel=BENACHIE
1872,63994,182,Cargo,Screw Steamer,GASSENDI,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51541&vessel=GASSENDI
1873,65093,185,Cargo,Screw Steamer,DOUGLAS,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51544&vessel=DOUGLAS
1873,69294,187,Passenger / Cargo,Screw Steamer,THALES,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51546&vessel=THALES
1874,,189,Cargo,Screw Steamer,LEONOR,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51548&vessel=LEONOR
1874,69769,191,Cargo,Screw Steamer,WARATAH,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51550&vessel=WARATAH
1874,68275,193,Cargo,Screw Steamer,DUNCAN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51552&vessel=DUNCAN
1875,70440,195,Coaster,Screw Steamer,BEN AVON,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51554&vessel=BEN+AVON
1875,73594,197,Cargo,Screw Steamer,MERLIN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51556&vessel=MERLIN
1876,70450,199,Cargo,Screw Steamer,BALLATER,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51558&vessel=BALLATER
1876,73742,203,Cargo,Screw Steamer,PETREL,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51562&vessel=PETREL
1876,73663,202,Tug,Paddle Steamer,BEN LOMOND,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51561&vessel=BEN+LOMOND
1877,76531,206,Passenger / Cargo,Screw Steamer,EUCLID,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51565&vessel=EUCLID
1877,77441,208,Passenger / Cargo,Screw Steamer,KWANGTUNG,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51567&vessel=KWANGTUNG
1878,77442,209,Cargo,Screw Steamer,BALMORAL,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51568&vessel=BALMORAL
1878,77452,211,Cargo,Screw Steamer,BIRKHALL,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51570&vessel=BIRKHALL
1878,79641,213,Tug,Paddle Steamer,BEN LEDI,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51572&vessel=BEN+LEDI
1879,77457,214,Cargo,Screw Steamer,BALLOGIE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51573&vessel=BALLOGIE
1880,77458,217,Cargo,Screw Steamer,FOKIEN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51576&vessel=FOKIEN
1880,77463,220,Cargo,Screw Steamer,BALLOCHBUIE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51579&vessel=BALLOCHBUIE
1881,77464,221,Coaster,Screw Steamer,BENABOURD,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51580&vessel=BENABOURD
1881,84352,223,Coaster,Screw Steamer,GOVAL,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51582&vessel=GOVAL
1882,84357,225,Passenger / Cargo,Screw Steamer,DOUGLAS,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51584&vessel=DOUGLAS
1882,84368,228,Cargo,Screw Steamer,BALNACRAIG,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51587&vessel=BALNACRAIG
1883,84370,229,Cargo,Screw Steamer,ABERDOUR,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51588&vessel=ABERDOUR
1883,84373,231,Passenger / Cargo,Screw Steamer,ST ROGNVALD,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51590&vessel=ST+ROGNVALD
1883,86303,233,Tug,Screw Steamer,CHURCHILL,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51592&vessel=CHURCHILL
1884,88856,235,Coaster,Screw Steamer,DEE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51594&vessel=DEE
1884,88863,237,Cargo,Screw Steamer,GRANDHOLM,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51596&vessel=GRANDHOLM
1885,88868,241,Passenger / Cargo,Screw Steamer,MATABELE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51600&vessel=MATABELE
1885,49348,239,Passenger / Cargo,Paddle Steamer,SEAGULL,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51598&vessel=SEAGULL
1887,88873,244,Passenger / Cargo,Screw Steamer,ST SUNNIVA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51603&vessel=ST+SUNNIVA
1887,,246,Launch,,CRUISER,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51605&vessel=CRUISER
1888,94523,247,Passenger / Cargo,Screw Steamer,INANDA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51606&vessel=INANDA
1889,94527,249,Passenger / Cargo,Screw Steamer,EARL OF ABERDEEN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51608&vessel=EARL+OF+ABERDEEN
1889,96604,251,Passenger / Cargo,Screw Steamer,YUEN SANG,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51610&vessel=YUEN+SANG
1889,94537,253,Fishing,Screw Steamer,NORTH CAPE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51612&vessel=NORTH+CAPE
1890,94543,255,Passenger / Cargo,Screw Steamer,ILLOVO,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51614&vessel=ILLOVO
1890,98544,257,Passenger / Cargo,Screw Steamer,INYONI,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51616&vessel=INYONI
1890,94548,259,Fishing,Screw Steamer,NORTH EAST,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51618&vessel=NORTH+EAST
1890,98551,261,Fishing,Screw Steamer,NORTH WIND,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51620&vessel=NORTH+WIND
1891,98556,263,Coaster,Screw Steamer,GOVAL,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51622&vessel=GOVAL
1891,98558,265,Fishing,Screw Steamer,NORTH BREEZE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51624&vessel=NORTH+BREEZE
1891,98567,267,Fishing,Screw Steamer,STRATHDON,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51626&vessel=STRATHDON
1891,99631,269,Fishing,Screw Steamer,RETRIEVER,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51628&vessel=RETRIEVER
1892,99640,272,Coaster,Screw Steamer,COLLYNIE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51631&vessel=COLLYNIE
1892,99464,274,Fishing,Screw Steamer,BENDIGO,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51633&vessel=BENDIGO
1893,102096,270,Passenger / Cargo,Screw Steamer,HILDEBRAND,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51629&vessel=HILDEBRAND
1893,99467,278,Fishing,Screw Steamer,BELCHER,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51637&vessel=BELCHER
1894,99656,279,Fishing,Screw Steamer,NORTH BRITON,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51638&vessel=NORTH+BRITON
1894,99655,281,Fishing,Screw Steamer,JOHN BROWN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51640&vessel=JOHN+BROWN
1894,104502,284,Fishing,Screw Steamer,STRATHSPEY,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51643&vessel=STRATHSPEY
1895,104507,283,Passenger / Cargo,Screw Steamer,INCHANGA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51642&vessel=INCHANGA
1895,99471,287,Fishing,Screw Steamer,BENTLEY,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51646&vessel=BENTLEY
1895,104511,289,Fishing,Screw Steamer,BETTY INGLIS,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51648&vessel=BETTY+INGLIS
1895,104515,294,Fishing,Screw Steamer,ELEAZAR,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51653&vessel=ELEAZAR
1895,,292,Barge,No Propulsion,D,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51651&vessel=D
1896,104519,296,Fishing,Screw Steamer,CRAIG GOWAN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51655&vessel=CRAIG+GOWAN
1896,106532,298,Fishing,Screw Steamer,CRAIGIEVAR,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51657&vessel=CRAIGIEVAR
1896,106535,300,Fishing,Screw Steamer,SMILING MORN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51659&vessel=SMILING+MORN
1897,107031,302,Fishing,Screw Steamer,FIFE NESS,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51661&vessel=FIFE+NESS
1897,99909,304,Fishing,Screw Steamer,CHAMPION,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51663&vessel=CHAMPION
1897,99910,307,Fishing,Screw Steamer,CHALLENGER,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51666&vessel=CHALLENGER
1898,108581,308,Fishing,Screw Steamer,CAPTAIN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51667&vessel=CAPTAIN
1898,108582,310,Fishing,Screw Steamer,CALEDONIA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51669&vessel=CALEDONIA
1898,108583,312,Fishing,Screw Steamer,CRUISER,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51671&vessel=CRUISER
1898,108656,315,Fishing,Screw Steamer,STRATHEARN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51674&vessel=STRATHEARN
1898,91779,324,Fishing,Screw Steamer,MORMOND,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51683&vessel=MORMOND
1899,108666,314,Passenger / Cargo,Screw Steamer,SALAMIS,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51673&vessel=SALAMIS
1899,108663,318,Fishing,Screw Steamer,BEN ALDER,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51677&vessel=BEN+ALDER
1899,108668,320,Fishing,Screw Steamer,BEN VENUE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51679&vessel=BEN+VENUE
1899,110853,322,Fishing,Screw Steamer,CAIRNESS,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51681&vessel=CAIRNESS
1899,108677,325,Fishing,Screw Steamer,STRATHMORE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51684&vessel=STRATHMORE
1899,108679,327,Fishing,Screw Steamer,SETTER,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51686&vessel=SETTER
1900,112909,329,Fishing,Screw Steamer,BEN ATTOW,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51688&vessel=BEN+ATTOW
1900,112912,331,Fishing,Screw Steamer,BEN DORAN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51690&vessel=BEN+DORAN
1900,112923,333,Fishing,Screw Steamer,STRATHCONA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51692&vessel=STRATHCONA
1900,113070,336,Fishing,Screw Steamer,PRETORIA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51695&vessel=PRETORIA
1900,112935,338,Fishing,Screw Steamer,BEN ADEN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51697&vessel=BEN+ADEN
1900,112937,340,Fishing,Screw Steamer,BEN LAWERS,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51699&vessel=BEN+LAWERS
1900,110860,341,Fishing,Screw Steamer,RATTRAY,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51700&vessel=RATTRAY
1900,114172,343,Fishing,Screw Steamer,STRATHTAY,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51702&vessel=STRATHTAY
1901,114177,345,Fishing,Screw Steamer,NELLIE NUTTEN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51704&vessel=NELLIE+NUTTEN
1901,114190,348,Fishing,Screw Steamer,STRATHBLANE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51707&vessel=STRATHBLANE
1901,114194,350,Fishing,Screw Steamer,HARRY ROSS,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51709&vessel=HARRY+ROSS
1901,114198,352,Fishing,Screw Steamer,LOCH RYAN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51711&vessel=LOCH+RYAN
1901,115551,354,Fishing,Screw Steamer,LOCH RANNOCH,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51713&vessel=LOCH+RANNOCH
1901,114513,356,Fishing,Screw Steamer,WINDSOR CASTLE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51715&vessel=WINDSOR+CASTLE
1901,,347,Barge,No Propulsion,unknown,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51706&vessel=unknown
1902,115568,359,Cargo,Screw Steamer,ABERLOUR,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51718&vessel=ABERLOUR
1902,115582,361,Passenger / Cargo,Screw Steamer,INKOSI,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51720&vessel=INKOSI
1903,115589,363,Fishing,Screw Steamer,STAR OF THE NORTH,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51722&vessel=STAR+OF+THE+NORTH
1903,115591,365,Fishing,Screw Steamer,BALNAGASK,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51724&vessel=BALNAGASK+
1903,115595,367,Fishing,Screw Steamer,FORT WILLIAM,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51726&vessel=FORT+WILLIAM
1903,110210,369,Fishing,Screw Steamer,COMPANION,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51728&vessel=COMPANION
1903,118166,372,Fishing,Screw Steamer,HUNTER,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51731&vessel=HUNTER
1903,118169,374,Fishing,Screw Steamer,STRATHCARRON,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51733&vessel=STRATHCARRON
1903,118175,376,Fishing,Screw Steamer,CLAN GORDON,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51735&vessel=CLAN+GORDON
1904,118161,370,Fishing,Screw Steamer,SAPPHIRE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51729&vessel=SAPPHIRE
1904,118187,379,Passenger / Cargo,Screw Steamer,INANDA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51738&vessel=INANDA
1904,,381,Fishery Patrol,Screw Steamer,FREYA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51740&vessel=FREYA
1904,118156,384,Fishing,Screw Steamer,CHANCELLOR,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51743&vessel=CHANCELLOR
1905,118189,382,Cargo,Screw Steamer,RUBISLAW,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51741&vessel=RUBISLAW
1905,118158,387,Fishing,Screw Steamer,COMMISSIONER,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51746&vessel=COMMISSIONER
1905,118195,389,Fishing,Screw Steamer,STRATHISLA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51748&vessel=STRATHISLA
1905,120610,391,Cargo,Screw Steamer,KOON SHING,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51750&vessel=KOON+SHING
1906,120660,393,Cargo,Screw Steamer,CHIP SHING,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51752&vessel=CHIP+SHING+
1906,123351,395,Fishing,Screw Steamer,POINTER,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51754&vessel=POINTER
1906,118199,397,Fishing,Screw Steamer,STRATHDEE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51756&vessel=STRATHDEE
1906,123356,400,Fishing,Screw Steamer,SWALLOW,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51759&vessel=SWALLOW
1906,123355,402,Fishing,Screw Steamer,RAINBOW,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51761&vessel=RAINBOW
1906,123358,404,Fishing,Screw Steamer,NORTH QUEEN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51763&vessel=NORTH+QUEEN
1906,123361,406,Fishing,Screw Steamer,STRATHSPEY,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51765&vessel=STRATHSPEY
1906,122982,408,Fishing,Screw Steamer,CANDIDATE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51767&vessel=CANDIDATE
1906,123364,410,Fishing,Screw Steamer,STRATHAVON,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51769&vessel=STRATHAVON
1906,123370,412,Fishing,Screw Steamer,BRITON,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51771&vessel=BRITON
1906,123372,414,Fishing,Screw Steamer,STRATHEDEN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51773&vessel=STRATHEDEN
1906,123374,416,Fishing,Screw Steamer,BALMEDIE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51775&vessel=BALMEDIE
1907,123375,417,Fishing,Screw Steamer,ETHEL NUTTEN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51776&vessel=ETHEL+NUTTEN
1907,119614,419,Fishing,Screw Steamer,JEANNIES,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51778&vessel=JEANNIES
1907,119617,421,Fishing,Screw Steamer,PEGGY,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51780&vessel=PEGGY
1907,123382,423,Fishing,Screw Steamer,GLORIA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51782&vessel=GLORIA
1907,,425,Fishing,Screw Steamer,UNO,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51784&vessel=UNO
1907,114290,427,Fishing,Screw Steamer,OCEANIC,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51786&vessel=OCEANIC
1907,125917,429,Fishing,Screw Steamer,ENTERPRISE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51788&vessel=ENTERPRISE
1907,123387,431,Fishing,Screw Steamer,CHRYSOPRASUS,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51790&vessel=CHRYSOPRASUS
1907,118664,433,Fishing,Screw Steamer,SWIFT,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51792&vessel=SWIFT
1907,123389,435,Fishing,Screw Steamer,GRACE WETHERLY,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51794&vessel=GRACE+WETHERLY
1907,127132,437,Fishing,Screw Steamer,LOCH KILDONAN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51796&vessel=LOCH+KILDONAN
1907,148350,439,Fishing,Screw Steamer,AR-MEN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51798&vessel=AR-MEN
1907,127135,441,Fishing,Screw Steamer,PEGGY NUTTEN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51800&vessel=PEGGY+NUTTEN
1907,127138,443,Fishing,Screw Steamer,SCOT,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51802&vessel=SCOT
1908,127141,445,Fishing,Screw Steamer,STRATHALLADALE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51804&vessel=STRATHALLADALE
1908,144682,449,Fishing,Screw Steamer,TRES,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51808&vessel=TRES
1908,127151,451,Fishing,Screw Steamer,BONACCORD,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51810&vessel=BONACCORD
