Year,Order_Num,Yard_Num,Vessel_Type,Propulsion,Vessel_Name,Builder,SBS_link
1907,125309,278,Fishing,Screw Steamer,EXCEL,"John Duthie, Sons & Co.",view.php?a1Page=1&a1PageSize=210&builder=2042&ref=53790&vessel=EXCEL
,,274,,,unknown,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54843&vessel=unknown
,,333,,,unknown,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54902&vessel=unknown
,,436,,,unknown,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=55005&vessel=unknown
,,462,,,unknown,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=55031&vessel=unknown
1904,119655,264,Fishing,Screw Steamer,CHOICE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=55038&vessel=CHOICE
1904,119661,266,Fishing,Screw Steamer,LADYSMITH,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=55040&vessel=LADYSMITH
1904,119670,270,Fishing,Screw Steamer,UNITY,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=55042&vessel=UNITY
1904,,273,Fishing,Screw Steamer,MARS,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=61216&vessel=MARS
1905,,276,Fishing,Screw Steamer,ALEXANDRA,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54845&vessel=ALEXANDRA
1905,121605,279,Fishing,Screw Steamer,ALPHA,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54848&vessel=ALPHA
1906,123352,281,Fishing,Screw Steamer,BEN CRUACHAN,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54850&vessel=BEN+CRUACHAN
1906,,283,Fishing,Screw Steamer,VENUS,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54852&vessel=VENUS
1906,123369,285,Fishing,Screw Steamer,BEN ROY,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54854&vessel=BEN+ROY
1906,114285,287,Fishing,Screw Steamer,QUEEN,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54856&vessel=QUEEN
1906,119609,289,Fishing,Screw Steamer,SPARKLING STAR,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54858&vessel=SPARKLING+STAR
1906,123368,291,Fishing,Screw Steamer,STAR OF LIBERTY,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54860&vessel=STAR+OF+LIBERTY
1906,,294,Fishing,Screw Steamer,BUNTE KUH,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54863&vessel=BUNTE+KUH
1907,124697,272,Fishing,Screw Steamer,ELISE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54841&vessel=ELISE
1907,127137,295,Fishing,Screw Steamer,BEN ROSSAL,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54864&vessel=BEN+ROSSAL
1907,124637,297,Fishing,Screw Steamer,PROTECT,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54866&vessel=PROTECT
1907,123380,300,Fishing,Screw Steamer,ABBEYDALE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54869&vessel=ABBEYDALE
1907,123385,302,Fishing,Screw Steamer,RIVERDALE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54871&vessel=RIVERDALE
1907,124657,304,Fishing,Screw Steamer,MIGNONETTE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54873&vessel=MIGNONETTE
1907,119629,306,Fishing,Screw Steamer,MAGGIE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54875&vessel=MAGGIE
1907,125841,308,Fishing,Screw Steamer,TREASURE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54877&vessel=TREASURE
1907,125830,310,Fishing,Screw Steamer,CAMPERDOWN,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54879&vessel=CAMPERDOWN
1907,127133,313,Fishing,Screw Steamer,ISCO,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54882&vessel=ISCO
1908,,299,Fishing,Screw Steamer,VENUS,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54868&vessel=VENUS
1908,125318,314,Fishing,Screw Steamer,CLARION,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54883&vessel=CLARION
1908,125321,316,Fishing,Screw Steamer,FAIR ISLE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54885&vessel=FAIR+ISLE
1908,125946,318,Fishing,Screw Steamer,VERDURE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54887&vessel=VERDURE
1908,128375,320,Fishing,Screw Steamer,MAGNET III,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54889&vessel=MAGNET+III
1908,127156,324,Fishing,Screw Steamer,STAR OF BRITAIN,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54893&vessel=STAR+OF+BRITAIN
1908,125325,326,Fishing,Screw Steamer,JEANIE ROBERTSON,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54895&vessel=JEANIE+ROBERTSON
1908,128743,331,Fishing,Screw Steamer,LYDIAN,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54900&vessel=LYDIAN
1909,125328,321,Fishing,Screw Steamer,ARDLAW,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54890&vessel=ARDLAW
1909,128382,329,Fishing,Screw Steamer,CRAIG-BO,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54898&vessel=CRAIG-BO
1909,,334,Fishing,Screw Steamer,ELSIE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54903&vessel=ELSIE
1910,144789,336,Fishing,Screw Steamer,DRIVER,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54905&vessel=DRIVER
1910,131243,338,Fishing,Screw Steamer,HEATHERY BRAE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54907&vessel=HEATHERY+BRAE
1910,131246,340,Fishing,Screw Steamer,COULARDBANK,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54909&vessel=COULARDBANK
1910,127082,342,Fishing,Screw Steamer,CHARMOUTH,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54911&vessel=CHARMOUTH
1910,131261,344,Fishing,Screw Steamer,WHINNIE KNOWE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54913&vessel=WHINNIE+KNOWE
1910,129344,346,Fishing,Screw Steamer,LOCH LEE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54915&vessel=LOCH+LEE
1911,129352,348,Fishing,Screw Steamer,CRATHIE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54917&vessel=CRATHIE
1911,,350,Fishing,Screw Steamer,REPUBLICA,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54919&vessel=REPUBLICA
1911,,352,Fishing,Screw Steamer,VOADOR,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54921&vessel=VOADOR
1911,127329,354,Fishing,Screw Steamer,SPEEDWELL V,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54923&vessel=SPEEDWELL+V
1911,132771,356,Fishing,Screw Steamer,MAID O'MORAY,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54925&vessel=MAID+O%27MORAY
1911,127336,357,Fishing,Screw Steamer,BETSY SLATER,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54926&vessel=BETSY+SLATER
1911,132776,360,Fishing,Screw Steamer,NORTHERN SCOT,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54929&vessel=NORTHERN+SCOT
1911,129369,362,Fishing,Screw Steamer,COPIA,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54931&vessel=COPIA
1912,,364,Naval,Screw Steamer,ESTHER,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54933&vessel=ESTHER
1912,129376,366,Fishing,Screw Steamer,TARANAKI,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54935&vessel=TARANAKI
1912,132956,368,Fishing,Screw Steamer,YOUNG SID,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54937&vessel=YOUNG+SID
1912,,370,Fishing,Screw Steamer,PETREL,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54939&vessel=PETREL
1912,127356,372,Fishing,Screw Steamer,UBERTY,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54941&vessel=UBERTY
1912,132371,374,Fishing,Screw Steamer,JOHN ROBERT,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54943&vessel=JOHN+ROBERT
1912,132971,376,Fishing,Screw Steamer,S. D. J.,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54945&vessel=S.+D.+J.
1912,127358,378,Fishing,Screw Steamer,SWIFTWING,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54947&vessel=SWIFTWING
1912,133615,381,Fishing,Screw Steamer,VALE OF ENDRICK,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54950&vessel=VALE+OF+ENDRICK
1912,133614,380,Fishing,Screw Steamer,LOCH MORAR,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54949&vessel=LOCH+MORAR
1913,132414,384,Fishing,Screw Steamer,MANOR,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54953&vessel=MANOR
1913,132416,386,Fishing,Screw Steamer,KUMU,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54955&vessel=KUMU
1913,133628,388,Cargo,Screw Steamer,TILLYCORTHIE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54957&vessel=TILLYCORTHIE
1913,135767,390,Fishing,Screw Steamer,MICHAELMAS DAISY,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54959&vessel=MICHAELMAS+DAISY
1913,,392,Fishing,Screw Steamer,JUPITER,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54961&vessel=JUPITER
1913,133636,394,Fishing,Screw Steamer,ORTHOS,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54963&vessel=ORTHOS
1914,133644,396,Fishing,Screw Steamer,SEMNOS,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54965&vessel=SEMNOS
1914,132419,398,Fishing,Screw Steamer,BEGA,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54967&vessel=BEGA
1914,132420,400,Fishing,Screw Steamer,ASHLYN,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54969&vessel=ASHLYN
1914,136891,402,Fishing,Screw Steamer,WHOOPER,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54971&vessel=WHOOPER
1914,132168,404,Fishing,Screw Steamer,PRIME,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54973&vessel=PRIME
1914,137157,406,Fishing,Screw Steamer,LOTOS,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54975&vessel=LOTOS
1914,136899,408,Fishing,Screw Steamer,MERSE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54977&vessel=MERSE
1915,136901,409,Fishing,Screw Steamer,NORSE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54978&vessel=NORSE
1915,139201,412,Fishing,Screw Steamer,OSTA,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54981&vessel=OSTA
1915,136606,414,Fishing,Screw Steamer,D.H.S.,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54983&vessel=D.H.S.
1915,137176,416,Fishing,Screw Steamer,DRUMTOCHTY,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54985&vessel=DRUMTOCHTY
1916,137186,418,Fishing,Screw Steamer,LOCH BUIE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54987&vessel=LOCH+BUIE
1916,137194,422,Fishing,Screw Steamer,PELAGOS,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54991&vessel=PELAGOS
1916,139778,424,Fishing,Screw Steamer,LOCH EYE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54993&vessel=LOCH+EYE
1916,139784,425,Fishing,Screw Steamer,CRATHIE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54994&vessel=CRATHIE
1917,139794,427,Fishing,Screw Steamer,GRACE WETHERLY,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54996&vessel=GRACE+WETHERLY
1917,144325,429,Fishing,Screw Steamer,JAMES ALDRIDGE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54998&vessel=JAMES+ALDRIDGE
1917,145055,431,Naval,Screw Steamer,THOMAS ANSELL,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=55000&vessel=THOMAS+ANSELL
1917,145087,433,Naval,Screw Steamer,JOHN ABBOTT,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=55002&vessel=JOHN+ABBOTT
1918,144372,435,Naval,Screw Steamer,WILLIAM ASHTON,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=55004&vessel=WILLIAM+ASHTON
1918,145056,438,Naval,Screw Steamer,WILLIAM FERRINS,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=55007&vessel=WILLIAM+FERRINS
1918,125372,441,Naval Auxiliary,Screw Steamer,CLOUD,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=55010&vessel=CLOUD
1918,,443,Fishing,Screw Steamer,CRESCENT MOON,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=55012&vessel=CRESCENT+MOON
1918,118610,445,Fishing,Screw Steamer,DAYBREAK,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=55014&vessel=DAYBREAK
1918,144592,447,Naval,Screw Steamer,WILLIAM HUMPHRIES,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=55016&vessel=WILLIAM+HUMPHRIES
1919,139806,449,Naval,Screw Steamer,PETER KILLEN,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=55018&vessel=PETER+KILLEN
1919,143264,451,Naval,Screw Steamer,WILLIAM LAMBKIN,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=55020&vessel=WILLIAM+LAMBKIN
1920,144387,453,Cargo,Screw Steamer,STRIVER,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=55022&vessel=STRIVER
1920,141955,455,Fishing,Screw Steamer,MEROA,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=55024&vessel=MEROA
1920,140021,458,Fishing,Screw Steamer,MARGARET HIDE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=55027&vessel=MARGARET+HIDE
1922,146434,459,Cargo,Screw Steamer,TRURO,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=55028&vessel=TRURO
1923,147108,461,Cargo,Screw Steamer,ERATO,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=55030&vessel=ERATO
1925,147311,464,Coaster,Screw Steamer,PORTIA,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=55033&vessel=PORTIA
1925,139835,466,Pilot,Screw Steamer,T H TILLY,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=55035&vessel=T+H+TILLY
,,280,,,unknown,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54849&vessel=unknown
,,420,,,unknown,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54989&vessel=unknown
,,439,,,unknown,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=55008&vessel=unknown
,,467,,,unknown,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=55036&vessel=unknown
1904,119657,265,Fishing,Screw Steamer,FRUITFUL,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=55039&vessel=FRUITFUL
1904,119664,267,Fishing,Screw Steamer,LIVONIA,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=55041&vessel=LIVONIA
1904,119663,268,Fishing,Screw Steamer,RESEARCH,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=55043&vessel=RESEARCH
1905,118192,275,Cargo,Screw Steamer,BALLOCHBUIE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54844&vessel=BALLOCHBUIE
1905,,277,Fishing,Screw Steamer,LE CORSAIRE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54846&vessel=LE+CORSAIRE
1905,119676,271,Fishing,Screw Steamer,VICTORY,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=59233&vessel=VICTORY
1906,119606,282,Fishing,Screw Steamer,VICTOR,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54851&vessel=VICTOR
1906,123362,284,Fishing,Screw Steamer,BEN ALLIGIN,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54853&vessel=BEN+ALLIGIN
1906,119611,286,Fishing,Screw Steamer,GUIDING STAR,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54855&vessel=GUIDING+STAR
1906,119608,288,Fishing,Screw Steamer,MARY STEPHEN,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54857&vessel=MARY+STEPHEN
1906,122946,290,Fishing,Screw Steamer,GRETA,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54859&vessel=GRETA
1906,123371,292,Fishing,Screw Steamer,LOCH TORRIDON,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54861&vessel=LOCH+TORRIDON
1907,124695,271,Fishing,Screw Steamer,DORIS,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54840&vessel=DORIS
1907,123379,293,Fishing,Screw Steamer,BEN BHEULA,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54862&vessel=BEN+BHEULA
1907,123377,296,Fishing,Screw Steamer,CAIRNGORM,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54865&vessel=CAIRNGORM
1907,114287,298,Fishing,Screw Steamer,CHILDREN'S TRUST,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54867&vessel=CHILDREN%27S+TRUST
1907,123383,301,Fishing,Screw Steamer,BANNERDALE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54870&vessel=BANNERDALE
1907,,303,Fishing,Screw Steamer,AIGLON,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54872&vessel=AIGLON
1907,123390,305,Fishing,Screw Steamer,STAR OF FREEDOM,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54874&vessel=STAR+OF+FREEDOM
1907,125410,307,Fishing,Screw Steamer,GLENGYNACK,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54876&vessel=GLENGYNACK
1907,125307,309,Fishing,Screw Steamer,MORNING STAR,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54878&vessel=MORNING+STAR
1907,127286,311,Fishing,Screw Steamer,SUPPORT,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54880&vessel=SUPPORT
1907,127139,323,Fishing,Screw Steamer,CLYDESDALE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54892&vessel=CLYDESDALE
1908,127144,312,Fishing,Screw Steamer,ABOYNE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54881&vessel=ABOYNE
1908,125317,315,Fishing,Screw Steamer,ERASTUS,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54884&vessel=ERASTUS
1908,125941,317,Fishing,Screw Steamer,KATE BAIRD,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54886&vessel=KATE+BAIRD
1908,125314,319,Fishing,Screw Steamer,DAISY II,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54888&vessel=DAISY+II
1908,125323,322,Fishing,Screw Steamer,PHINGASK,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54891&vessel=PHINGASK
1908,125324,325,Fishing,Screw Steamer,ST COMBS,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54894&vessel=ST+COMBS
1908,125327,328,Fishing,Screw Steamer,BROCH,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54897&vessel=BROCH
1908,127569,330,Fishing,Screw Steamer,HEBDEN,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54899&vessel=HEBDEN
1909,127515,327,Fishing,Screw Steamer,G M B,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54896&vessel=G+M+B
1909,127165,332,Fishing,Screw Steamer,KINCORTH,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54901&vessel=KINCORTH
1909,127070,335,Fishing,Screw Steamer,FALMOUTH,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54904&vessel=FALMOUTH
1910,,337,Fishing,Screw Steamer,ALCATRAZ,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54906&vessel=ALCATRAZ
1910,131241,339,Fishing,Screw Steamer,MAGGIE GAULT,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54908&vessel=MAGGIE+GAULT
1910,131250,341,Fishing,Screw Steamer,ORD HILL,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54910&vessel=ORD+HILL
1910,128393,343,Fishing,Screw Steamer,BRAES O' BUCKIE,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54912&vessel=BRAES+O%27+BUCKIE
1910,129343,345,Fishing,Screw Steamer,LOCH ASSATER,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54914&vessel=LOCH+ASSATER
1911,129351,347,Fishing,Screw Steamer,CULBLEAN,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54916&vessel=CULBLEAN
1911,129355,349,Fishing,Screw Steamer,ALLAN RAMSAY,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54918&vessel=ALLAN+RAMSAY
1911,,351,Fishing,Screw Steamer,THAIS,"John Duthie, Torry Shipbuilding Co.",view.php?a1Page=1&a1PageSize=210&builder=2090&ref=54920&vessel=THAIS
